Review,Rating
"""Ready to work under challenging environment. Familiar with team work.""",3.0
"""Good company.  The manager is not so good""",3.5
"""There are many opportunities for advancement at Goodyear and the company has a strong brand.  Goodyear strives for excellence in quality, delivery and value and is an ethical company that strives to do the right thing.  The company also offers a very competitive compensation package.""",3.5
"""I found Capital One a very attractive place to work.  My only difficulty was with my direct level manager.  Overall  Capital One is an excellent place to work and offers great opportunities to try different job roles and work on multiple projects.""",3.0
"""Fresenius is a good company to get a foot in the door for the pharmaceutical realm. It is a demanding place to work filled with ups and downs but will set you up for your career down the road.""",2.5
"""Do not wish to complete at this time.""",3.0
"""Worked with GE Capital since 6/2007. Great benefits, very strict performance evaluation, high stress, many rewards, below industry starting pay and pay increases. Very tight box, constantly changing compliance, highly competitive environment. Would recommend with caution. They tout themselves as the premier employer but fall short in the long run. However, very stable company with fab benefits.""",3.0
"""I have worked for GDIT for approximately 10 years.""",3.5
"""Good place for work-life balance""",3.5
"""I've worked for Cardinal Health for 4 years as a sales rep.  As most sales position have, this position allows a lot of flexibility as you have a home office and make your own schedule.  The company has been losing market share significantly over the last 5 years because of misguided executive leadership and marketing initiatives.  Few employees are happy in their workplace as we are all set up to fail as we don't have a competitive advantage.""",2.5
"""I have worked at General Dynamics /CSC since 1998 contributing in various roles, it has been a very good company with great employees/colleagues, but lately because of the spending cuts to reduce cost due to the receding markets (defense contractor), it has affected our business and we have lost a lot of high performing colleagues.""",3.5
"""New challenges. Working on different projects. Moving forward on new opportunities.""",3.0
"""A good place to work for.""",3.5
"""Stuff does not happen soon enough since bureaucracy is a hurdle.""",3.0
"""There's not much to say. It's a well known company.""",3.5
"""The company is in flux, in need of strong leadership to provide a new direction.""",3.5
"""I get to work on creative projects every day. My job is a mix of creative work that I enjoy.""",3.0
"""While Caterpillar is a well regarded fortune 500 company with amazing products and people supporting it and building it, the lack of decency when addressing its contracted employees seems to be something that should be improved upon.""",3.0
"""The company as a whole was very family-oriented.""",3.0
"""Good Executive management but mid level managers are badly trained and not skilled at their positions.""",3.0
"""I worked for bmw since 2017, from internship to contract employee. The opportunity for associate was not afforded to me due to the relationship with my manager but I loved my team and the work environment.""",3.0
"""when I was working at Fujitsu I enjoyed working with co-workers""",3.0
"""Hard work can often be very rewarding. I found it hard to balance work and life while also trying to take time for myself. Advancement is fast but can often be a relentless day to day nonstop mission.""",3.0
"""I like the IT tasks , projects and job challenge.""",3.0
"""Great company, although very hard to move up. Very competitive and the people who get promoted are usually ones with the best managers.""",3.0
"""NA                                    NA""",3.0
"""good company to work with""",3.0
"""8 hrs work per day, 2 off's in a week and Infrastructure is good.""",3.0
"""Every expierience is a learning one. Mine at HP has been a great one but it is time for me to move on. I always enjoy working and learning from others and HP has allowed be to do so. It is not always about the company...but more about the people that you work with everyday!""",3.0
"""LPS was a good growth experience and the people made it worth staying.""",3.5
"""With for the company in many capacities; the work was challenging & rewarding""",3.0
"""I have been employed by Gulfstream in Savannah since June 2018. They are a large company but currently no opportunity to move up. They’re a company that offers very competitive benefits and salary.""",3.0
"""Average company to work for in sales terms. Lots of leeways, but the internal organization is messy. In addition, management is heavily old school and has not adapted to the internet era.""",2.5
"""Have worked for Comcast for 8 years, worst decision I have made was accepting a position there,""",2.5
"""Pros - The people I have worked with are great. Certain teams are structured well.
Cons - Lack of communication up the ladder. Constant layoffs and organizational changes.""",3.5
"""The people are very experienced and we learn a lot from each other. The international customer base and international exposure.""",3.0
"""Old and outdated, boomers running the show, malpractice of ITIL fundamentals poor management supervisors just very unwilling and reluctant to work.  Good luck if you work here.""",2.5
"""Hertz is a wonderful place to start your career and grow in a company, the reason I am leaving is because I have outgrown Hertz and I am in search of a more competitive position.""",3.0
"""I have worked for GEICO for three years, starting as an adjuster and working up to the supervisor level.  The expectations are high for each employee that wears the gecko on their polo. The primary goal of helping customers seems to take priority over helping employees though, as the expectations and workload seem to continue to pile up against the same employee’s remarks.""",3.5
"""Fresenius is a huge company with all the perks and problems that come with size.  While the clinical staff are compensated well, the back office and administrative staff are badly underpaid.""",3.0
"""The PM group was pretty strong in itself, but they were often left in the dark by higher levels. Directors/Executives seemed to change direction every six months as they found their strategies did not help, but they were not open to comments from people at the ground level. My direct supervisor was great. Her supervisor up through the president was terrible.""",3.0
"""Very interesting job but sometimes very frustrating.""",3.0
"""A quality family-owned pool construction company.""",3.5
"""I've worked at Geico for roughly a year and a half and have had a good experience overall. Some issues on my initial onboarding and getting settled in but nothing major. I have been treated well and with respect and have worked with many wonderful people. On the whole Geico does very well in regards to its treatments of its employees.""",3.5
"""It's a nice company to work in although they pay very less to the intern.""",3.0
"""Opportunities to grow and move up the latter but I feel like the pay doesn’t match the work. I do love my team and my supervisor""",3.0
"""Relaxed Atmosphere. Be sure you know you'll be doing lots of legacy translation work. This is a great place for any entry level or intro level roles.""",3.5
"""I have worked with CSC since 2011 till 2013. The work is good but the pay is not up to the mark. No bonus no trips no compensation and no raise.""",3.5
"""It is a pretty demanding environment. The department is overworked. The manager lacks basic leadership ability and is known for throwing his reports under the bus. He is also a known micromanager, creates unnecessary additional work, and is emotionally/verbally abusive.There is very little work-life balance, and low morale on my team. No one wants to go to HR because of retaliation.""",2.5
"""The company was really supportive of thier people. Offered many ammenities that other companies did not.""",3.0
"""I have worked for Hitachi Consulting for 5 years. It was a great place to begin and build my career, but I have gotten to a point where I need more responsibility and challenge.""",3.5
"""It was a temp assignment, I appreciate the work experience it did offer me.""",2.5
"""Great people who know what they are doing, but the store I worked at could produce more results. My only gripe in working there was that it didn't really align with what I am pursuing as my career and I found it hard to fit in, but I put that more as a thing I could have controlled better. Other than that, I found it to be an enlightening experience.""",3.0
"""Great company to start from. Low compensation. Eastern Europe type of management. Limited ways to grow.
Good company to get more experience.""",3.5
"""Great place to work.  I was a contractor and only left because my contract was up and they couldn't keep me.  They had flexible work hours with the ability to work from home 2 days a week.  They have a lot of smart people that share information and allow you to learn a lot of new technologies.  I would definitely recommend this place as somewhere to work.""",3.5
"""I've worked for HP since 1993.  It has changed significantly over the years and I more focused on short term profits than long term customer satisfaction and innovation.  On the user experience side, there are pockets of good design in the company, but on the whole it is an engineering company run by engineers.  They give lip service to good design, but they default to technology choices, implementation ease, and features rather than design excellence.  They only validate design with current customers so the HP centered paradigm becomes more and more entrenched in the approach.  Even the new HP UX Architect role in HP Labs was awarded to a person that is not trained in UX but talks a good talk.  Design at HP is on the whole headed in directions not favorable to designers.""",3.5
"""It was an okay job. They have you do too much for the compensation they offer.""",3.5
"""Ok company. Good manager. back support team""",3.0
"""Used to be a very good company to work for, but lately it seems they have been outsourcing jobs overseas. Which is very unfortunate.""",3.5
"""Not the company I signed up for many years ago.  Local management is great but mid to upper management has no clue when it comes to setting territories.  Territories keep getting cut and sales budgets keep rising.  This is an unsustainable business model.""",3.5
"""This was my first job at HSBC NY. The bank I worked in for 10 years was moved to a different location.""",3.0
"""Company that has recognized it needs to start taking care of its employees. Really are trying to change, but in the transition they still only care about the bottom line.""",3.0
"""i,hgthjkl..kjhgfdsliytfhgjiuytfgdgvhhiuuytdf""",3.0
"""The people are interested in the project succeeding and open to thoughts about making the success better.""",3.0
"""Great place to work and great group of co-workers and management.""",3.5
"""I have been with this employer for sometime now and have watched it go on a downward spiral the last year. Company is terminating high salary managers and assistant managers. Because of a new VP company, which is non-profit, is now over 8M in debt.""",2.5
"""The company has a lot of culture & leadership issues that show no signs of turning around. So sad to see such a great engineering company decay into a shell of its former glory.""",3.0
"""Pros

Great culture and team oriented approach and its always been about whats good for the client.   Recently, i have seen a shift toward whats good for the stock price, which is good and bad.  good for stockholders but not always the best for employees or clients!

Cons

The overall benefits plan is weak.  My new employer is larger than ADP yet the benefits are better and less expensive.  They need to address this to attract new  employees into the company

Advice to Management

Remember how we used to put clients FIRST!  ADP  is a wonderful company and i enjoyed most of my time there but toward the end it changed and i can only hope they  figure out how to get back to what worked!""",3.5
"""As a staffing company they are to set individuals up with assignments they think us suited for your experiences. The compensation is not perfect but manageable""",3.5
"""I have worked for GameStop a little over a year now. When working for GameStop the first thing you learn well is time management. In a days work you might have to open the store making sure everything is ready, do all task you have to get done in a day while being able to help out customers. The next step you have to work on is sales. Every week you have to be able to to meet your sales percentages and if not you will be taught how to. Each week your percents are based off of signing up people for rewards, hardware protection, game protection, phone trades, and reserves for games. Overall, the job is fun and is great for learning new skills or becoming better in them.""",3.5
"""Best Buy is a great place to gain some customer service experience; however, it is difficult and many times impossible to move up the ladder.  Management is very nice and the work environment is very fun.  I would recommend that everybody work there for at least a short time.""",3.5
"""The Document Custody Operations team (350+ staff) processes over 45,000 document related transactions daily. This includes new loan reviews, trailing document reviews, file shipping, imaging and other document related processes for over 100 business channels.""",3.5
"""I've worked with DynCorp for over 2 years.  The company is great however based on your location, there is little room for upward mobility.""",3.5
"""Things are not always what they appear to be.""",3.5
"""Best Buy has not changed with the times. They are cutting back in all the wrong places and the company is suffering.""",3.5
"""I have worked for DaVita for 5 years and recommend it for anyone early in their career.  However, I don't recommend DaVita for mid-career professionals.  If you don't have an MBA from an elite B School, they don't have a place for you for advancement.""",3.0
"""Great company to work for, they really care about their employees.""",3.0
"""I would prefer not to write a formal review.""",3.5
"""There is a huge lack of communication. Employees are underpaid and over worked.""",3.0
"""Misrepresented employment. Got cold-called by GM, they asked me if I'd be interested. Applied and got job. Got along great with my boss.One week later, something wasn't going good on some other project. They pulled a developer off that project, and told me I'd be reporting to a different manager and not even doing development anymore! I'd be doing more product configuration than development. I explained to my old manager, new manager, upper management, HR, and nobody cared.""",3.0
"""I have been working for the Holiday Inn since February 2013.""",3.5
"""I have worked for Edward Jones for almost a year. I found the company has  a very strong training background.""",3.0
"""Pros: Great company with great service offering, market leader in IT Consulting.

Cons: Bureaucracy, spineless management and incompetent HR.""",3.0
"""I have worked for Beijing Hyundai Motor Company from 06/2012 to 04/2013.""",3.0
"""Electronic Arts is a good place to start your career in gaming. Depending on your discipline the ability to grow is fairly okay. Great environment""",3.5
"""Stay away!!!""",3.0
"""I started working at Dunkin in the beginning of March 2016. I currently work there now but am trying to look for new jobs due to many reasons. When I first started I loved it. We get discounts on the food. I believe that its 50% when you're working and 25% when you are not, but we usually just eat what we want and don't think twice about it. But now the owner of the store, who we call the mom, is cutting back our hours and she's hiring new people to work. I am getting irritated because I need to work more hours to pay for things like school and gas and food, and only working twice a week isn't really cutting it for me. And the people they hire go through a training program where they absolutely nothing and these people who don't know how to make a simple coffee are taking hours away from me. It's annoying and I don't want to deal with it anymore. Not to mention 3/4 of the customers are the rudest people I've ever had to speak to and I can't do anything to defend myself. I have to agree with them and do as they say.""",2.5
"""Great pay for the work required. amazing co-workers.""",3.5
"""The lab I am working in concentrated on advanced signal processing theories research, which is my interests.""",3.0
"""I was a Tactical Engineer during the surge cycle for introducing the new year model motorcycles. The majority of my time was spent troubleshooting and resolving manufacturing issues.""",3.0
"""It’s a good place to work. There are sales goals, and it is a competitive atmosphere.""",3.5
"""I have worked for Fannie Mae for several years. The company compensation is great but the culture of cronyism is so widespread that offsets other benefits of the company.  Lowest level of management efforts is focused to satisfy their bosses so they could move up and in between they forgot about their employees. Company does not value the experience and seniority of existing employees and HR does not do anything to change the culture.""",3.0
"""Great company to be a part of.""",3.0
"""I worked for The Home Depot from Nov 2018 to Oct 2019""",3.0
"""I'm working at the LA Harley Davidson home of rolling thunder. Im having an surreal experience selling motorcycles. I'm being coached and using those skills on the daily basis . I've successful executed selling motorcycles it's natural to me now""",3.5
"""Bridgetower bought out my company 1 year ago and have been reorganizing ever since. Eliminating several departments to move the work to another state. They are planning to reduce workforce by 20% in next 2 years.""",3.5
"""AMD is a great company to work for - the products are great but the people make it worth it. 

Depending on the team, you may or may not have a good work-life balance.""",3.0
"""CVS is a strong company, but does not give the store manager the resources to get the job done the way we are expected with the constant reduction of payroll and more work added to the manager who is the only salaried employee in their stores.""",2.5
"""I've worked for Humana since 2014 and overall it's been a positive experience. I'm lucky to be part of an organization that values its employees and supports their work. Working here has helped me grow a lot as a front-end developer and ultimately, helped me find a passion for it. As with many other large enterprises, one of my biggest frustrations is the disconnect between different departments and the friction it causes. Good work is often hindered by pointless bureaucratic rules.""",3.0
"""The Bank is going through some employee position eliminations now.""",2.5
"""The employer provides exciting and challenging projects, and opportunities to travel.""",3.0
"""A company with a lot of internal political issues.""",2.5
"""Solid company to work for, but has serious technical limitations and a strong mentality that rewards bad ideas, allowing some in leadership to have ""failed upwards"" very rapidly.""",3.0
"""Good product to sell, like the Monday through Friday work schedule.""",3.0
"""Great place to work.  I was a contractor and only left because my contract was up and they couldn't keep me.  They had flexible work hours with the ability to work from home 2 days a week.  They have a lot of smart people that share information and allow you to learn a lot of new technologies.  I would definitely recommend this place as somewhere to work.""",3.5
"""Great, I was a contractor through SELECTEK.""",3.0
"""GE has been a strong employer for several years as well as a strong competitor in the Gas and Oil industry.""",3.0
"""Good company to learn about how to work in a big global organization and also if you are in a good division, then feel like your work is valuable.""",3.5
"""You will always be considered a non-japanese""",3.5
"""The employees were very helpful and the work was plentiful.""",3.5
"""Building has medical center, gym, cafeteria, physical rehab center &amp; lactation rooms.""",3.5
"""I found Goodyear to be a solid place to work. Procedure and routine are effectively implemented and once you get your training you're good to go.""",3.0
"""I have had a good experience working for HSBC organization""",3.0
"""I have worked at The Cox Agency for 5 years, which is Allstate. I started out as a receptionist at $10 an hour. I was required
to get my insurance license and once I did I now make $11.75 an hour. It is ridiculous!""",3.0
"""GEICO hired me straight out of college and they offered me a great compensation and benefits package. One of the biggest wow factors is the ability to move around departments and shift career paths especially because I work in the headquarters in Chevy Chase, there are thousands of employees in hundreds of different teams.""",3.5
"""I worked for this company approximately 7 years ago and was employed for about 7 years. The company is the largest provider of dialysis and dialysis products in the world.  Great company.""",3.0
"""Wouldn't recommend working here, if ethnic.""",3.0
"""Manager and supervisor were not qualified to handle those positions.  Requested 3 times to meet with manager of equipment control and he never had time for a meeting even though per Coca Cola it was open door policy if we ever needed to talk to management.  We were treated like first graders by supervisor and she was rude and degrading to all of us""",3.0
"""Great place if a corporate environment is your thing, not so much if you a re looking for a quicker pace and more ownership in your role.""",3.5
"""They have an impressive product line and always strive to and continue to improve. Acquiring other companies has provided growth in certain markets. Ecolab stock has done well and the 401K has performed over time.""",3.5
"""Very unorganized, no opportunity for advancement unless you know someone.  No help or direction from leaders""",2.5
"""As an employee at BNY Mellon, I have seen some good and bad days.  The atmosphere is nice and friendly, but dealing with management can be challenging at times.""",2.5
"""This company is a good company, and allows working from home.""",3.0
"""Great place to work with if you are a chemist, not a software developer.""",3.0
"""Coming out of college the job offer from this company seemed very lucrative and perfect for one with little experience. However, after spending nearly half a year with the company I have found it to be quite disorganized and extremely questionable in how they handle their day-to-day operations. I was often left confused about my role and who I was reporting to, as they always seemed to change. To put it simply, it was like the left hand did not know what the right hand was doing at all.""",2.5
"""I worked for Geico for 3 years and it was a good company to work for. The compensation was great but I found the culture to be weak and it lacked diversity.""",3.0
"""Confusion. Not knowing my exact pay and what was expected.""",3.5
"""EchoStar is a good company to work for, my only issues are that there is very little room for advancement, at least not in my area.""",3.5
"""It is one of the best ITES companies in India.""",3.5
"""I worked for one year there and I did not like it.""",2.5
"""Great Culture. Lots of internal opportunities. Make sure that you find the best fit.""",3.0
"""ACS 4 year salary freeze.""",3.0
"""The company is a cash cow, but at the local level it is disorganized, poorly managed and not very clean""",2.5
"""I have worked for Dow for 5 months. Would like to grow and be more challenged. The company has very good benefits and good process.""",3.0
"""Great atmosphere to work in and great benefits and pay.""",3.5
"""If you worked at a Guitar Center Store selling gear, then managing a store or operations warehouse, you're in luck! You can have any management position at the headquarters. Ever run a writing team before No Graduate College No You're the new director of communications.However, if you are a hired employee at the headquarters, strategically called the Support Center, without having worked at a Guitar Center Store. FORGET ABOUT ANY ADVANCEMENT.""",2.5
"""I was not with the company for long as we were acquired by BMC.""",3.0
"""Current employer for 6 years.""",3.0
"""AIG gives relatively good compensation and good work life balance.""",3.0
"""These 3 years in ALU is some sort of a come back as I worked for Lucent Technologies in the past also for 3-4 years but as an integration expert for VoIP Projects. This time my role has a huge difference and great responsibilities. The Solutions Architect role is very challenging, a great fit! And besides loving what I do I find that I'm very good at it.""",3.0
"""Old and outdated, boomers running the show, malpractice of ITIL fundamentals poor management supervisors just very unwilling and reluctant to work.  Good luck if you work here.""",2.5
"""How easy is to get ED (VP2 4 US colleagues)@S&T/Global Markets in London? If you know how to play the corp. game and diversity card it is possible without qualification, weak education etc. Common misconception is it is difficult not being sb protégé. Well, I was recruited by direct HR approach last year (typically for +VP grades)
              However, I can call myself very lucky as HR on-board me although:
- I was disciplinary terminated, sucked @BofA in 15’ focusing on the last employer instead, recommendation. Lucky this hasn’t impacted my screening, most banks perform much detailed checks further in history!
- I was disciplinary terminated @BofA in 15’ focusing on the last employer instead, recommendation. Lucky this hasn’t impacted my screening, most banks perform much detailed checks further in history!
- I'm 100% non-TARGET (Uni, MBAs, background etc)I have low (3.6/5.0) M.Sc. Marketing/Accounting of Eastern Europe UNi, non target even there, 2nd degree- but never finished back at home, started ACCA which failed after 1st exam, same goes to FCA etc. 

An obvious trick was do buy instead MBA(nb fails those!) the cheapest London’s MBA(100% pass rates+ CMI incl. for free) nb cares, West London at the end my programme which I had to extended, luckily merged with City Uni - what confused HR as it is still same low quality with other slightly better label). 
Most banks won’t even care about those, somehow GS/Morgan HR’s need tick this off for any promotion, won’t even consider it as any value as you can easily cheat and outsource most assignments to copywriters like most ppl did. 
- My communication skills although average as I have never studied English language as my 1st foreign language, nor my Eastern accent luckily hasn’t impacted my chances. Know sectors at FS are very biased on this in London as well as expat nationalities (policies one thing, reality another)
In other words not only geniuses get ED roles but also like my case process masters too!""",3.0
"""I have been working in the Telecom as sales guy covering Norht and west Africa""",3.5
"""It is a great place with very smart people.""",3.5
"""Epic is an organization that puts an emphasis on the patient. They strive to develop software that will allow patients to receive the best care. While they put a lot of emphasis on doing good, there is not a lot of care for their employees. However, the work is worthwhile if it is something you are interested in.""",3.0
"""I am 100% responsible for the success or failure of my store.""",3.0
"""No people of color in higher places. A lot of little clicks.""",3.5
"""Wouldn't recommend working here, if ethnic.""",3.0
"""With the year engaged with CBS IT, there was no drive to project completion and no sense of job satisfaction. Projects that should be completed are stagnant and project leads and managers are apathetic in their approach to completion. Anyone desiring growth and forward career movement will be disappointed with the environment and the lack of drive toward progress. I was extremely frustrated at the level of potential there and the inability to take advantage of that potential.""",2.5
"""Great place to work and great group of co-workers and management.""",3.5
"""Worst company I've worked for besides Doorstep in Jacksonville. I can say at least most of the workers in my store were not drug addicts, but in my opinion some were. Most of them stole from the company, and yet were allowed to do it by corporate workers who didn't want to look bad on paper for high turnover. I was forced to bag people's items in trash bags because corporate decided too many bags were used and put a hold on all shipments. Let's see, if you are a lazy useless worker, you will apparently do well there, where as if you're not, look somewhere else, or be stuck babysitting assistant managers who can't count money at the end of the night. Expect to do every other person's job, because they are too hung over or lazy. I would live in a box before ever working for this company again basically, they tried to make me assistant manger, which would then lead to manager, and living in your store, literally. My manager spent 2-3 nights a week in the store trying to get work done which others didn't do.""",2.5
"""I worked for Home Depot for 6 years. They have strong customer service values and help associates as best they can. There is a system in place to help struggling associates. They provide good benefits.""",3.0
"""I have worked for Dish since 2019, and have been a part of the transition. My fear is the company will not invest properly to compete into the next decade. Stability is in concern, as we have to build a 5g network from scratch. Something that will be done in under 3 years, in order to meet FCC deadlines.""",3.0
"""I am working in this company from last 4 months. Overall it's good.""",3.0
"""I've worked for First Data Corps. Since 2012.  The company is currently undergoing a substantial transformation from a payments company to a technology company under its new CEO.""",2.5
"""The company has all tools needed for the job, the only downside that people have no time management skills and take your time for granted and your week will involve rescheduling meetings as people cancel meetings constantly.""",3.5
"""Aerotek is a good company that primarily works with temporary and full time positions depending on the customers need.""",3.5
"""I've worked for Harris Corporation for 24 years.""",3.0
"""I've been with Dell long enough to see the same thing, your manager will be trained just enough not blatantly break HR laws. My manager creates an environment that makes you feel as if you will be fired or let go tomorrow. Funny enough, it seems clear senior management, but acceptable as long as the numbers are met. Even though Dell is currently a technological sinking ship, it might be useful as a stepping stone in someone's career.""",2.5
"""Good company to work for.  The have good people and great tools.  The best in the patch.""",3.5
"""Working culture is good when compared to other worked companies.""",3.0
"""It is an okay job.""",3.5
"""Hostile work environment, to say the least.""",2.5
"""I've worked for Cisco Systems for 3 years now as a contract. I like to be busy and use the skill and experience I've gained over the past 20 years in IT and Program Management.""",3.5
"""DHL was going out of business at this time.""",3.5
"""Management by spreadsheet is no way to create a positive company culture or instill a defined sense of company worth for the people you employ. Excellent beginning opportunities but get out while you have a soul.""",3.0
"""Excellent work environment. Employee development is lacking.""",3.5
"""Was good before COVID - very poor and understaffed & too low of pay now.""",2.5
"""Unprofessional immature environment, that if you are favored, can get away with anything.
Pros: Work is consistent. Cons: Childish people play around on the floors.
Co-workers are out of hand. There are clicks among the floor. People playing around and hacking through people's cell phones, Facebook accounts, googling other employees they don't like, names, so they can get their addresses and locate their homes on the main computers, so they can make references, when those victims are not home, and say that they were in the home, watching cameras, etc, continuing to harass. Employees can't stay unsupervised for short or long periods of time, without creating problems with other people on the floor. Repeated reports of problems, and then the problems still exists months after the fact. I learned that if working for this company, choose the work from home option. The main floor at the building is a mess. The positive side is, they have good benefits, 401k, health insurance, etc. But the 13.50 an hour is not worth the drama/circus around you.""",2.5
"""I started working with Time Warner Cable prior to the company being purchased by Charter Communications. I worked for Time Warner Cable for about two years prior to the merge and with Charter Communications for about 4 years after. I had many great experiences with both companies.""",3.5
"""I have been with Citi since 2011, started as a loan processor/closer level 3, and in April 2012 promoted to credit underwriter II. Citibank houses over 10,000  employees.""",3.5
"""My experience with DuPont has been very up and down over the past 4.5 years.""",3.0
"""The learning curve was stretched and the training was awesome""",3.5
"""Invaluable learnings taken from working for a local bank for 13 years.""",3.0
"""Been working at my location for close to 3 yrs. Although flexible with my schedule, I don't feel challenged enough. Majority of my shifts are on the register. Rarely get projects. I feel like they think I'm not good enough to do other things.""",3.5
"""Great retirement package.""",2.5
"""Opportunities to grow and move up the latter but I feel like the pay doesn’t match the work. I do love my team and my supervisor""",3.0
"""I worked at Honeywell for 9 years.  The benefits are going down the drain.  Employees were asked to take mandatory furlough while CEO and executives are with special exemption.   It's a cut-throat aggressive environment, no work-life balance, your job will be eliminated to off-shore vendors regardless of your qualification and performance.""",2.5
"""The company is a cash cow, but at the local level it is disorganized, poorly managed and not very clean""",2.5
"""It has been a great working experience.""",3.5
"""My job is to cover my customers back. That's what they pay us for and I'm very good at it.""",3.0
"""As far as large corporations go, FIS is great with regard to 1) Compensation, and 2) Opportunity. FIS has a great reputation in the FinTech space, which grants instant credibility, and they pay well. Negatives are primarily around their disorganization for a company that size, and they tend to have processes in place that get in the way of time efficiency.""",3.5
"""Without regular dialysis, people with End Stage Renal Disease (ESRD). Fresenius Medical Care-Ogden provides the high quality medical products (medical devices and pharmaceuticals) that are used in Renal Therapy. No matter what your job description says, if you work at Fresenius, you're part of a dedicated team that saves lives. And when you have the opportunity to be a part of something this meaningful, it's easier to stay focused on the Mission.Despite the amazing, long-term performance record of the operation, corporate executives exert unnecessary pressure on local leadership. Over time, this high level of 'corporate control' may erode employee engagement and cause costly turnover.""",3.5
"""I am able to use my computer skills to assist customers.""",3.5
"""They were a good company to work for.""",3.0
"""Hertz Rental Car is not the company to work for if you value work and expect to be noticed for doing a good job.  As a manager, there's no room for advancement because there is no advancement within your branch.  A lot of the time the manager will bring someone from outside.  Additionally the company does not follow their own mission statement and that was very disappointing""",3.0
"""Awesome workplace experience but not good for contractors. One advice, learn as much a you can and leave.""",3.5
"""CompUSA was my first experience into the IT industry.""",3.5
"""I’ve worked for GNC for 9 years. From Part time to a District Manager. The opportunity to move up was once great until new management took over. Management cares only about the dollar, not about employees work life or fare wages!""",2.5
"""If you're a brown-noser, you will get places.""",3.5
"""I have worked with Kodak for 3 years now. I am driven to grow and expand my knowledge but unfortunately, there aren't as many opportunities here as I originally thought.""",3.5
"""Amazon is a world-class e-commerce leader, driving innovation and customer experience to new levels.  Constant innovation and desire to exceed expectations make working for Amazon to be a daily challenge and personally rewarding.""",3.0
"""It was a learning oppurtunity.""",3.0
"""Contracted for 6 months, led into a year.""",3.0
"""Good company with great career advancement opportunities.""",3.0
"""I think the company has lost their foundation and their focus on employee retention. They have become a call center environment. They no longer care about their employees or customers.""",3.0
"""Electronic Arts is a good place to start your career in gaming. Depending on your discipline the ability to grow is fairly okay. Great environment""",3.5
"""This job is commission based. To survive you need to be very aggressive and competitive. Management from district manager and higher are very disrespectful and not very understanding. Huge lack of support. All pressure with no help. Very high turn-over rate also.""",3.5
"""Nice salary, new friends. Opportunity to see other parts of the world.""",3.0
"""I’ve worked for ESPN for 14 years, first in the domestic department and then in the International one. I must say that I always found the resources, both human and technological, to do a meaningful job.

It is a company that believes in diversity and promotes hard work and team effort.""",3.5
"""I've worked with Epic Systems for a year. Epic Systems is a medical software service, like Cerna and Meditech. Epic Systems employs over 9,000 employees and covers the health records of over 70% of the US. I have grown greatly through this experience. I have gained experience working both back and front-end development and programming in multiple languages at once together in highly integrated development. I also developed skills in how to balance multiple projects, deadlines, and responsibilities. I developed skills for dealing with problems, like when I need assistant on understanding the purpose of what my assignment is, dealing with roadblocks, and escalating deadline issues.""",3.5
"""There are a lot of quarterly displacements to meet the quota.  I have had good experiences there but also disappointment.""",3.0
"""Ok, I enjoyed the culture.""",3.0
"""I've worked for Domino's for 3 years now. I enjoy working there because I love interacting with customers. Although the pay is minimum wage, receiving tips as a delivery driver makes up for that. The job keeps me occupied due to all the different tasks I must perform on a daily basis. I work very hard and I perform my job exceptionally well; however, the general manager does not acknowledge that. It is a bit upsetting, but I still come to work every day with a positive attitude and it doesn't affect my work whatsoever. In fact, it motivates me to work harder to try and impress him. Overall, however, I would recommend working at Dominoes.""",3.0
"""no i would not recommend company moving away from agents""",3.0
"""It is a good health insurance company. Very busy culture but has some very knowledge people within the company. There are a lot of teams within the organization and effective communication skills are needed to talk to others. 
Are new at implementing new technologies like Salesforce, Mulesoft and AI Web Technologies.""",3.5
"""Dish IT management is a very competitive bunch, They spend little time actually managing, and a lot of time competing with other IT managers. While the CEO, is a good guy, other managers keep the company in command/control mode and generally ruins the atmosphere, top to bottom.""",2.5
"""Strong products, very strong quality processes, not a  friendly employee focus environment, not dynamic, not innovative, great ambition but difficult to achieve. Everything to make a great change will require at least 5-10 years, to long to react to competitors and watch strategy live.""",3.0
"""I would recommend certain business units within Fidelity Investments, but not all.The company provides excellent training of its employees, however the politics involved in most groups were horrible. Additionally, the desktop technology which the Financial Reps used to aid clients is years behind the times.""",3.0
"""My experience at DRS has been mixed.""",3.0
"""Great company to work for on the leading edge of technology, but has a ton to learn when it comes to managing their people.  The CEO is all business first.  Great benefits package, but again the management of its people are poor.""",3.0
"""It has been a great working experience.""",3.5
"""Great energy at DirecTV. 

As Senior Technical Program Manager, DirecTV will provide you with the with leading technical, cross-functional projects in order to launch exciting new features on the big screen, mobile devices, and the web for millions of customers to enjoy.""",3.5
"""I've worked there 6 years and would recommend the company.""",3.0
"""I have worked for Duke Energy for twenty years.  I was a lineman for ten years and then a Supervisor for the other ten.""",3.0
"""I've worked with Epic Systems for a year. Epic Systems is a medical software service, like Cerna and Meditech. Epic Systems employs over 9,000 employees and covers the health records of over 70% of the US. I have grown greatly through this experience. I have gained experience working both back and front-end development and programming in multiple languages at once together in highly integrated development. I also developed skills in how to balance multiple projects, deadlines, and responsibilities. I developed skills for dealing with problems, like when I need assistant on understanding the purpose of what my assignment is, dealing with roadblocks, and escalating deadline issues.""",3.5
"""Fedex is a good company but pays minimal in the transportation industry.""",3.0
